iter	Logloss
245	0.157020016
246	0.156598151
247	0.1561574706
248	0.1556001746
249	0.1550183872
250	0.1543831664
251	0.1538582032
252	0.1531917185
253	0.1524218131
254	0.1518405325
255	0.15126068
256	0.1507827833
257	0.1502950733
258	0.1499459087
259	0.1494091974
260	0.149060558
261	0.1486952316
262	0.1481829657
263	0.1474331289
264	0.1468511756
265	0.146348124
266	0.1458411286
267	0.1453430065
268	0.1449010176
269	0.1445140378
270	0.1439421465
271	0.143680508
272	0.1432735056
273	0.1425447326
274	0.1420493564
275	0.1417284519
276	0.1413327277
277	0.1408203604
278	0.1402437238
279	0.1396407897
280	0.1392642772
281	0.1388683964
282	0.1383764018
283	0.1380203726
284	0.1376555438
285	0.13723519
286	0.1368832335
287	0.1365908931
288	0.1360899515
289	0.1357604133
290	0.1351368301
291	0.1347370608
292	0.1342199943
293	0.1339695143
294	0.1336071365
295	0.1332956397
296	0.1330134074
297	0.1324540935
298	0.1321898106
299	0.131618684
300	0.1313793164
301	0.1310629177
302	0.130694182
303	0.1304881147
304	0.1301035674
305	0.1297731446
306	0.1293795305
307	0.128834729
308	0.1283500874
309	0.1281070156
310	0.1279378329
311	0.1274928862
312	0.1271985003
313	0.1268862112
314	0.126605619
315	0.1264727311
316	0.1261168954
317	0.125728902
318	0.1253250785
319	0.124933381
320	0.1247179059
321	0.1244144163
322	0.1239261719
323	0.1236835424
324	0.1233381373
325	0.1227168392
326	0.1224513768
327	0.1221856196
328	0.1217991557
329	0.1214193998
330	0.1210746949
331	0.1206692774
332	0.1202245519
333	0.1197066929
334	0.1193472268
335	0.118882663
336	0.1185677846
337	0.1182259085
338	0.1178493776
339	0.1176417623
340	0.1172742613
341	0.1170914784
342	0.1168041782
343	0.1164581741
344	0.1161949692
345	0.1158794182
346	0.1156350472
347	0.1153582144
348	0.115179541
349	0.1148423273
350	0.1144403098
351	0.1141762849
352	0.1139187559
353	0.1133816484
354	0.1132020259
355	0.1127932636
356	0.1124821907
357	0.1123172281
358	0.1119680451
359	0.1116160978
360	0.1113123134
361	0.1109438265
362	0.1106444096
363	0.1103426155
364	0.1101118079
365	0.1098020065
366	0.1096196566
367	0.1093569862
368	0.1091852879
369	0.1087755397
370	0.1085257231
371	0.1080405286
372	0.1077893114
373	0.1074897103
374	0.1072588566
375	0.1069019152
376	0.1065918558
377	0.1061716771
378	0.1058917207
379	0.1054786922
380	0.1050436232
381	0.1047184801
382	0.1042882118
383	0.1040982601
384	0.1038336454
385	0.1036153323
386	0.1033844602
387	0.1032120617
388	0.1030729358
389	0.1026262108
390	0.1022020884
391	0.1019459876
392	0.1017082048
393	0.1012482205
394	0.1010563615
395	0.1007503196
396	0.1005180377
397	0.100234755
398	0.09985551512
399	0.09972279314
400	0.09955552695
401	0.09936803551
402	0.09915276311
403	0.09888152339
404	0.09875730616
405	0.09841795474
406	0.09827297782
407	0.09811846415
408	0.097815251
409	0.09757068652
410	0.09740801825
411	0.09726167762
412	0.09708206435
413	0.09692202213
414	0.09671374335
415	0.09646823901
416	0.09608551615
417	0.09578163036
418	0.09552221252
419	0.09519838711
420	0.09498644105
421	0.09477460557
422	0.09449929316
423	0.09431313777
424	0.0940199313
425	0.093750258
426	0.0934847219
427	0.09324458026
428	0.09310268089
429	0.09278126961
430	0.09250090779
431	0.09229101651
432	0.09200156023
433	0.09163494387
434	0.09136999748
435	0.09102580858
436	0.09091251945
437	0.09074000114
438	0.09047304605
439	0.09033752294
440	0.0901777848
441	0.0898768015
442	0.0897135343
443	0.08954312606
444	0.08943041742
445	0.08925215864
446	0.08903691389
447	0.08880980118
448	0.08866978152
449	0.08843861456
450	0.08818030242
451	0.08795807327
452	0.08776898776
453	0.0874935832
454	0.08722583568
455	0.08691760998
456	0.08660987264
457	0.08639092376
458	0.08628948414
459	0.0860377602
460	0.08582592471
461	0.08547180286
462	0.08507793998
463	0.08495507724
464	0.08489172009
465	0.08469916081
466	0.08453916467
467	0.08438276208
468	0.08419750048
469	0.08399546895
470	0.08387652227
471	0.08361746378
472	0.08346474689
473	0.08326266008
474	0.08307430249
475	0.08284720822
476	0.08263339167
477	0.08239018168
478	0.08209844027
479	0.0819452166
480	0.08181307512
481	0.08171973482
482	0.08146513603
483	0.0812565716
484	0.0810125784
485	0.08074912472
486	0.08061490082
487	0.08029128733
488	0.0800206834
489	0.07987558669
490	0.07974587777
491	0.0796172377
492	0.07947034421
493	0.07924115831
494	0.07907003135
495	0.07894318806
496	0.07873452228
497	0.07854284756
498	0.0783431196
499	0.0782809603
500	0.07807333573
501	0.07792995287
502	0.07764937912
503	0.07739487247
504	0.07723347576
505	0.07701187779
506	0.07686374498
507	0.07665063794
508	0.07652337079
509	0.07635130859
510	0.07613703594
511	0.07581939329
512	0.07567215887
513	0.07549340253
514	0.07538614872
515	0.07520543435
516	0.0750488613
517	0.07490521122
518	0.07480252768
519	0.07464792648
520	0.07441896171
521	0.07424014087
522	0.07395731424
523	0.07381011668
524	0.07353533869
525	0.07334172898
526	0.07315392425
527	0.07298224445
528	0.07280138725
529	0.07267065555
530	0.07243483078
531	0.07226170895
532	0.07212453649
533	0.07197857825
534	0.07181788643
535	0.0716117822
536	0.07153019007
537	0.07145697368
538	0.07134078205
539	0.07114538478
540	0.070985361
541	0.07087386864
542	0.07081820999
543	0.07056274045
544	0.0704046747
545	0.0702796374
546	0.07016523794
547	0.0699467037
548	0.06982032112
549	0.06968686661
550	0.06955410778
551	0.06943276078
552	0.06919560455
553	0.069103651
554	0.0689324273
555	0.06878849159
556	0.06869723371
557	0.06850953033
558	0.06824087981
559	0.06803004868
560	0.06781460122
561	0.06764631225
562	0.06749775099
563	0.06741905212
564	0.06730429792
565	0.06723342195
566	0.06713617942
567	0.06696232045
568	0.06682784776
569	0.0665697107
570	0.06648434994
571	0.0663379448
572	0.06626114408
573	0.06604378465
574	0.06594793347
575	0.06579200081
576	0.06566893075
577	0.06556463472
578	0.06548465047
579	0.06536671735
580	0.06520782231
581	0.06503929838
582	0.06499833185
583	0.06476641853
584	0.06465832623
585	0.06452049034
586	0.06432952973
587	0.06420375068
588	0.06398070607
589	0.06392581221
590	0.0637278672
591	0.06363900042
592	0.06343871038
593	0.06340171519
594	0.06327249462
595	0.06316006702
596	0.06290521483
597	0.06278723565
598	0.06268693399
599	0.0626027849
600	0.06244536874
601	0.06225004058
602	0.06204856651
603	0.06196202172
604	0.06179254412
605	0.06161342381
606	0.06142350441
607	0.06129983082
608	0.0611795665
609	0.061034221
610	0.06093321906
611	0.06075746195
612	0.06061036115
613	0.06050795403
614	0.0603416922
615	0.06029363992
616	0.06011867523
617	0.05999046823
618	0.05989853771
619	0.05981102082
620	0.05968019237
621	0.0595250982
622	0.05940727105
623	0.05932814372
624	0.0591965597
625	0.05905653544
626	0.05895906716
627	0.05889629511
628	0.05877015671
629	0.05856032533
630	0.05846788342
631	0.05833283484
632	0.05811722613
633	0.05795619338
634	0.05784217171
635	0.05776280021
636	0.05760695969
637	0.05750608214
638	0.05729203524
639	0.05708722101
640	0.05698832913
641	0.05684837857
642	0.05675967765
643	0.05666314461
644	0.05651889561
645	0.05642233033
646	0.05621483476
647	0.05608473884
648	0.05598841312
649	0.05588381302
650	0.05576056789
651	0.05570427807
652	0.05555433006
653	0.05538653867
654	0.05524132217
655	0.0551359665
656	0.05502712323
657	0.0548319425
658	0.05467178971
659	0.05456083178
660	0.05445719917
661	0.0542779084
662	0.05412005917
663	0.0540129574
664	0.05392952702
665	0.05384469147
666	0.05374589634
667	0.05355757561
668	0.0534735417
669	0.05341705838
670	0.05328518411
671	0.05315924382
672	0.05302062012
673	0.05292004203
674	0.05281443757
675	0.05269281876
676	0.05264828631
677	0.05258785008
678	0.05252954234
679	0.05235020089
680	0.05222362021
681	0.05207843136
682	0.0520078226
683	0.05181263265
684	0.0517334915
685	0.05158998886
686	0.0514724842
687	0.05130197
688	0.05122039629
689	0.05113956894
690	0.05101396496
691	0.05091265434
692	0.0507989091
693	0.05064339569
694	0.05051110217
695	0.05043392826
696	0.05028430736
697	0.05010889579
698	0.05002820665
699	0.04994199817
700	0.04981929668
701	0.04974661933
702	0.04965426496
703	0.04959107367
704	0.04951652121
705	0.04941153411
706	0.04928556617
707	0.04920038048
708	0.04906605522
709	0.04895774178
710	0.0488380211
711	0.04872369075
712	0.04864427318
713	0.0485806995
714	0.04846430516
715	0.04839119474
716	0.04831662846
717	0.04819946473
718	0.04809963761
719	0.0480266654
720	0.04791922731
721	0.04780468042
722	0.04769968411
723	0.04762907535
724	0.04753958661
725	0.04742194374
726	0.04729191232
727	0.04719699178
728	0.04710024682
729	0.04698907696
730	0.04689782368
731	0.04678761671
732	0.04669915536
733	0.04659158826
734	0.04649127739
735	0.04643513961
736	0.04638166934
737	0.04627752995
738	0.04616858994
739	0.04608415981
740	0.04597316963
741	0.04588738041
742	0.04579789627
743	0.04566904888
744	0.04558109892
745	0.04554970598
746	0.04540995814
747	0.04530569436
748	0.04522491308
749	0.04510374115
750	0.04497080264
751	0.04491368354
752	0.04484513416
753	0.04471165201
754	0.04460218678
755	0.04453295095
756	0.04439806362
757	0.04432067318
758	0.04425410027
759	0.04416068625
760	0.04411065291
761	0.04403390746
762	0.04399306072
763	0.04391027073
764	0.04379248504
765	0.04366421354
766	0.04358321112
767	0.0435291235
768	0.04337812046
769	0.04333776667
770	0.04327642284
771	0.04320708565
772	0.0431298196
773	0.04302521489
774	0.0429659673
775	0.04291511388
776	0.04284560162
777	0.0427515979
778	0.04264655551
779	0.04259745741
780	0.04252374345
781	0.04243755341
782	0.04233541811
783	0.04223201586
784	0.04213859263
785	0.04200541916
786	0.04190145483
787	0.0418580281
788	0.04175724269
789	0.04165018238
790	0.04156423191
791	0.0414581391
792	0.04141325651
793	0.041376312
794	0.04125504332
795	0.04115775472
796	0.04106776841
797	0.04098042198
798	0.04085581775
799	0.04076883989
800	0.04064595411
801	0.04056338987
802	0.04052964731
803	0.04043194407
804	0.04036450962
805	0.04029834213
806	0.04022980658
807	0.04015288606
808	0.04006799523
809	0.03997881055
810	0.03989872955
811	0.03985905302
812	0.03977076213
813	0.03971824093
814	0.03965991937
815	0.03962493749
816	0.03952975895
817	0.03948499615
818	0.03941265972
819	0.03936657007
820	0.0392536495
821	0.03915455952
822	0.0391176104
823	0.03901810116
824	0.03896683771
825	0.03892368741
826	0.0388545345
827	0.03877551314
828	0.03870352224
829	0.03861987303
830	0.0385637721
831	0.03847815564
832	0.03843254974
833	0.03841354075
834	0.03834323837
835	0.03826747885
836	0.03821933903
837	0.03815339038
838	0.03812691785
839	0.03802937125
840	0.03797061662
841	0.03788604828
842	0.03781086466
843	0.03773472735
844	0.03769986756
845	0.03761233915
846	0.03753638383
847	0.03742539595
848	0.03736014297
849	0.03728763378
850	0.03725309418
851	0.03721389218
852	0.03718019568
853	0.03713170342
854	0.03705485892
855	0.0369771575
856	0.036916226
857	0.03685623206
858	0.03678017768
859	0.03671572174
860	0.03664215521
861	0.03653430248
862	0.03645243161
863	0.03639710237
864	0.03629682605
865	0.03623668698
866	0.03618934419
867	0.03616051513
868	0.03610752861
869	0.0360478802
870	0.03594705794
871	0.03588948734
872	0.03582908566
873	0.03575104331
874	0.03568029173
875	0.0356155847
876	0.03557374742
877	0.0355178446
878	0.03549874808
879	0.03540657569
880	0.03532876369
881	0.0352849131
882	0.03519843972
883	0.03515262419
884	0.03506793147
885	0.03499769589
886	0.03498249469
887	0.03492109326
888	0.03481926434
889	0.03473582475
890	0.03464236236
891	0.03459049538
892	0.03453878043
893	0.03443957527
894	0.03438413777
895	0.03432591295
896	0.03423185855
897	0.03415127077
898	0.03408759113
899	0.03405623735
900	0.03403820738
901	0.03394388346
902	0.0339257936
903	0.03384960331
904	0.03379893188
905	0.03377163007
906	0.03369976818
907	0.0336779212
908	0.03360047778
909	0.03354422712
910	0.03345855307
911	0.03337474031
912	0.03333128132
913	0.03328763805
914	0.03323892695
915	0.03315416281
916	0.03307477748
917	0.03301089052
918	0.03295811363
919	0.03287524532
920	0.03279983594
921	0.03272544935
922	0.03268181529
923	0.03261244124
924	0.03254394946
925	0.03249943775
926	0.03244582466
927	0.03237192182
928	0.03233630185
929	0.03229264246
930	0.03221970249
931	0.03217695301
932	0.0321231925
933	0.03205933087
934	0.03202342526
935	0.03194288355
936	0.03190556125
937	0.03186035387
938	0.0318335934
939	0.03178069903
940	0.03171114991
941	0.03166563154
942	0.03163437912
943	0.03157500023
944	0.03152573166
945	0.03143820555
946	0.03137569612
947	0.03133226708
948	0.03128579734
949	0.03122708187
950	0.0311449507
951	0.03107618249
952	0.03101442862
953	0.03097300138
954	0.03088802531
955	0.03080872061
956	0.03074127695
957	0.03067165872
958	0.03059229643
959	0.03052471916
960	0.03049251999
961	0.03041459973
962	0.03035883512
963	0.03032244807
964	0.03027287543
965	0.03024532023
966	0.03022323369
967	0.03014338996
968	0.03008872645
969	0.03005417534
970	0.03001170458
971	0.02995168529
972	0.02991018894
973	0.02987589583
974	0.02982631628
975	0.02976633155
976	0.02969154413
977	0.02962096071
978	0.02958107686
979	0.02949278827
980	0.02946144371
981	0.02940933486
982	0.02934445275
983	0.02929483174
984	0.02922082523
985	0.02916691729
986	0.02909643754
987	0.02902411032
988	0.02894869634
989	0.02889857085
990	0.0288324333
991	0.02877642452
992	0.02873482911
993	0.02868129205
994	0.02862662624
995	0.02856679585
996	0.02851007065
997	0.0284483283
998	0.0284126162
999	0.02836065477
